id,URL,name,sponsor,event,venue,street,city,state,country,place 5,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count
12546,http://api.menus.nypl.org/dishes/12546,,MR. JOHN MORGAN,DINNER TO THE BOARD OF OFFICERS OF THE CATHOLIC CLUB OF THE CITY OF NEW YORK,RELIG;,CATHOLIC CLUB, BANQUET HALL,NY,,,FOLDER;COL;7.5X7.5;,COMPLIMENTARY/TESTIMONIAL,WINES;RIBBON AT LEFT;,1901-1547,,,06/06/1901,Mr. John Morgan,,,,complete,4,19
12549,http://api.menus.nypl.org/dishes/12549,,OCEANIC STEAMSHIP COMPANY,LUNCH,COMMERCIAL,SS VENTURA;,,,,,CARD;ILLUS;COL;5.5X7;,DAILY;,CARD;FLAG;,1901-1552,,,06/06/1901,Oceanic Steamship Company,,,,complete,2,35
12550,http://api.menus.nypl.org/dishes/12550,,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,SS VENTURA;,,,,,CARD;ILLUS;COL;5.5X8.5;,DAILY;,CARD;FLAG;,1901-1553,,,06/06/1901,Oceanic Steamship Company,,,,complete,2,42
12551,http://api.menus.nypl.org/dishes/12551,,NORDDEUTSCHER LLOYD  BREMEN,SUPPER,COMMERCIAL,EN ROUTE ABOARD KONIGIN LUISE,,,,,"CARD, ILLUS; COL; 5.5 X 8;",,MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF ROW BOAT. STEAMER AND ROCKY SHORE; SIMPLER MENU THAN 1901-1554; BACK SET UP FOR USE AS POSTCARD;,1901-1557,,,06/06/1901,Norddeutscher Lloyd  Bremen,,,,complete,2,20
12552,http://api.menus.nypl.org/dishes/12552,,RHODE ISLAND MEDICAL SOCIETY,DINNER,PROF,PROVIDENCE, RI,,,,CARD; 4.25 X 6.75;,ANNIVERSARY(?);,PLACE HANDWRITTEN BY FEB;,1901-1558,,,06/06/1901,Rhode Island Medical Society,,,,complete,2,18
12553,http://api.menus.nypl.org/dishes/12553,,OCEANIC STEAMSHIP COMPANY,LUNCH,COMMERCIAL,EN ROUTE ABOARD SS VENTURA,,,,,CARD;ILLUS; COL; 5.5 X 8.5;,,CARD;FLAG;,1901-1560,,,06/07/1901,Oceanic Steamship Company,,,,complete,2,39
12554,http://api.menus.nypl.org/dishes/12554,,HOTEL DEL CORONADO,LUNCHEON,COMMERCIAL,CORONADO BEACH, CA,,,,CARD; 4.5X7.5;,,MUSIC PROGRAMME LISTED ON MENU;,1900-4113,,,08/21/1900,Hotel Del Coronado,,,,complete,2,58
12555,http://api.menus.nypl.org/dishes/12555,,LONG BEACH HOTEL,ANNUAL OUTING OF EDWARD THOMPSON CO.,COMMERCIAL,LONG BEACH, LI, [NY];,,,BROADSHEET; 4.5X7.0;,,,1900-4117,,,08/21/1900,Long Beach Hotel,,,,complete,2,20
12556,http://api.menus.nypl.org/dishes/12556,,GRAND HOTEL L'D.,DINNER,COMMERCIAL,YOKOHAMA, JAPAN,,,,FOLDER; ILLUS; COL; 6.5X9.5;,,"FRONT COVER ILLUS, ""BILL OF FARE"" OVER DRAWING OF HOTEL AGAINST BACKGROUND OF CHRYSANTHEMUMS; BACK COVER ILLUS TWO GEISHAS WITH UMBRELLAS BEFORE BACKGROUND OF TEMPLE GARDEN; THE GRAND HOTEL BAND PROGRAMME ON BACK COVER; INSIDE ILLUS, WOMAN AND CHILD ON FO",1900-4126,,,08/21/1900,Grand Hotel L'd.,,Dollars,$,complete,4,152
12557,http://api.menus.nypl.org/dishes/12557,,HOTEL VICTORY,DINNER,COMMERCIAL,PUT-IN-BAY-ISLAND, OH;,,,,CARD; 4.75X7.25;,,,1900-4128,,,08/22/1900,Hotel Victory,,,,complete,2,36
12558,http://api.menus.nypl.org/dishes/12558,,BRISTOL HOTEL,DINNER,COMMERCIAL,NAPLES, ITALY,,,,BROADSIDE; ILLUS; 5.5X8.75;,OTHER (DAILY);,FRENCH; TABLE D'HOTE MENU; HANDWRITTEN; SKETCHES OF HOTEL & VIEW OF POSILLIPO;,1900-2154,,,02/26/1900,Bristol Hotel,,,,complete,2,11
12559,http://api.menus.nypl.org/dishes/12559,,ASSOCIATION OF EMPLOYING BOOKBINDERS,BANQUET,PROF,SAVOY HOTEL, NEW YORK, NY,,,BOOKLET; ILLUS; 5.5X7;,ANNIVERSARY;,FRENCH; PRICED WINE CARD AFFIXED TO INSIDE COVER; SEAL & MOTTO OF ASSOCIATION ON COVER; TOASTS & MUSICAL PROGRAM INCLUDED; LIST OF MEMBER BOOKBINDING FIRMS; SILK CORD ATTACHMENT;,1900-2156,,,02/26/1900,Association Of Employing Bookbinders,,Dollars,$,complete,8,30
12560,http://api.menus.nypl.org/dishes/12560,,DELMONICOS,MENU,,NEW YORK, NY,,,,FOLDER; ILLUS; COL; 4.5X7;,,FRENCH; LIST OF WINES; ENGRAVED PORTRAIT OF A WOMAN ON COVER; (POSSIBLY A PRIVATE PARTY?);,1900-2157,,,02/26/1900,Delmonicos,,,,complete,4,34
12561,http://api.menus.nypl.org/dishes/12561,,R.M.S. OCEANIC,LUNCH,COMMERCIAL,EN ROUTE,,,,,CARD; 3.5 X 5;,,SMALL FLAG AND LOGO;,1900-2165,,,02/27/1900,R.M.S. Oceanic,,,,complete,2,30
12562,http://api.menus.nypl.org/dishes/12562,,CUNARD LINE,BREAKFAST,COMMERCIAL,EN ROUTE ON BOARD R.M.S. CAMPANIA,,,,,CARD; 4.5 X 6.5;,,PRICED WINE LIST ON BACK OF MENU; PRICES IN BRITISH CURRENCY ONLY;,1900-2170,,,02/28/1900,Cunard Line,,,,under review,2,110
12563,http://api.menus.nypl.org/dishes/12563,,NEW ENGLAND SHORTHAND REPORTER'S ASSOCIATION,SEMI-ANNUAL DINNER,PROF,UNITED STATES HOTEL,BOSTON,MA,,,FOLDER;ILL;COL;5.5X8.5;,ANNIVERSARY;,PORTRAIT OF PRESIDENT OF ASSOCIATION ON FRONT COVER;TWO ILLUSTRATIONS OF REPORTERS AT WORK;TOASTS;MUSICAL PROGRAM;NAMES;,1900-3264,,,05/12/1900,New England Shorthand Reporter's Association,,,,complete,4,21
12564,http://api.menus.nypl.org/dishes/12564,,RECTOR'S,DAILY MENU,COMMERCIAL,BROADWAY AND 44TH ST,NEW YORK,NY,,,FOLDER;ILL;COL;7X9.5;,DAILY;,SPECIAL DISHES ON SEPARATE CARD FASTENED WITH RIBBON IN PUNCHED HOLE;,1900-3265,,,05/13/1900,Rector's,,Dollars,$,complete,6,358
12567,http://api.menus.nypl.org/dishes/12567,,STATLER'S,DINNER,COMMERCIAL,ELLICOTT SQUARE, BUFFALO, [NY];,,,CARD; ILLUS; 3.25X6.25;,,ILLUS: WOMAN HOLDING TEACUP AND SAUCER;,1900-3268,,,05/14/1900,Statler's,,,,complete,2,17
12568,http://api.menus.nypl.org/dishes/12568,,JOHN WANAMAKER,LUNCH,COMMERCIAL,BROADWAY & 10TH STREET, NEW YORK, [NY],,,BROADSHEET; ILLUS; COL; 4.75X7.75,,"ILLUS: SHIELD WITH FLEUR DE LYS, FLANKED BY LOBSTERS; SURMOUNTED BY PIGEON;",1900-3270,,,05/14/1900,John Wanamaker,,Dollars,$,complete,2,72
12569,http://api.menus.nypl.org/dishes/12569,,MAXWELL HOUSE,SUPPER,COMMERCIAL,NASHVILLE, [TN?],,,,CARD; ILLUS; 4.25X6.25,,ELABORATE PRINTING OF HOTEL NAME FORMS ILLUSTRATION;,1900-2397,,,03/12/1900,Maxwell House,,,,complete,2,38
12570,http://api.menus.nypl.org/dishes/12570,,MAXWELL HOUSE,DINNER,COMMERCIAL,NASHVILLE, [TN?],,,,CARD; ILLUS; 5.5X7.5;,,ILLUSTRATION OF HOTEL AT TOP OF MENU;,1900-2398,,,03/12/1900,Maxwell House,,,,complete,2,31
12571,http://api.menus.nypl.org/dishes/12571,,"CLYDE STEAMSHIP CO., THE",DINNER,COMMERCIAL,STEAMSHIP IROQUOIS,,,,,BROADSHEET; ILLUS; COL; 10X7;,,"INCLUDES PRICED WINE, LIQUOR, ETC. LIST; STEAMSHIP INSIGNIA ON COVER; ON BACK COVER IS A MAP COMPRISING ALL LINES INVOLVED WITH CLYDE;",1900-2400,,,03/12/1900,"Clyde Steamship Co., The",,Dollars,$,complete,3,72
12573,http://api.menus.nypl.org/dishes/12573,,MAXWELL HOUSE,BREAKFAST,COMMERCIAL,NASHVILLE, TN,,,,CARD; ILLUS; 4.25X6.25;,,ELABORATE PRINTING OF HOTEL NAME FORMS ILLUSTRATION;,1900-2404,,,03/13/1900,Maxwell House,,,,complete,4,0
12574,http://api.menus.nypl.org/dishes/12574,,OCCIDENTAL & ORIENTAL STEAMSHIP CO.,BREAKFAST,COMMERCIAL,"S.S. ""COPTIC""",,,,,BROADSIDE; ILLUS; 5.5X8.5;,,HANDWRITTEN IN LAVENDAR INK; COMPANY FLAG AT TOP OF MENU;,1900-2410,,,03/13/1900,Occidental & Oriental Steamship Co.,,,,complete,2,24
12575,http://api.menus.nypl.org/dishes/12575,,GRENOBLE HOTEL,SOUPER,COMMERCIAL,NY,,,,,BROADSHEET; ILLUS.BORDER; COL; 7 X 11;,DAILY,COMPLETE WINE LIST ON BACK;,1900-2619,,,03/30/1900,Grenoble Hotel,,Dollars,$,complete,2,255
12576,http://api.menus.nypl.org/dishes/12576,,U.S. ARMY - SUBSISTENCE DEPT.,LUNCHEON,MIL,TRANSPORT,,,,,BROADSIDE; 4.5 X 7;,,MENU HANDWRITTEN; SUMMER;,1900-2623,,,03/31/1900,U.S. Army   Subsistence Dept.,,,,complete,2,13
12577,http://api.menus.nypl.org/dishes/12577,,HADDON HALL,SUPPER,COMMERCIAL,[PHILADELPHIA,PA.],,,,BROADSIDE; ILLUS; COL; 5 X 7;,DAILY,,1900-2625,,,03/31/1900,Haddon Hall,,,,complete,2,60
12578,http://api.menus.nypl.org/dishes/12578,,HADDON HALL,DINNER,COMMERCIAL,[PHILADELPHIA, PA],,,,BROADSIDE; ILLUS; COL; 5 X 8;,DAILY,,1900-2626,,,03/31/1900,Haddon Hall,,,,complete,2,53
12579,http://api.menus.nypl.org/dishes/12579,,TRUSTEES OF THE MISSOURI BOTANICAL GARDEN,11TH ANNUAL BANQUET,PROF,SOUTHERN HOTEL,ST. LOUIS,MO.,,,BROADSIDE; ILLUS; 5.5 X 8.75;,ANNUAL,WINES LISTED FOR EACH COURSE;,1900-2627,,,03/31/1900,Trustees Of The Missouri Botanical Garden,,,,complete,2,22
12583,http://api.menus.nypl.org/dishes/12583,,,,,,,,,,,,,,,,04/15/1900,Hotel Eastman,,,,complete,2,67
12584,http://api.menus.nypl.org/dishes/12584,,,,,,,,,,,,,,,,04/15/1900,Republican House,,,,complete,2,34
12585,http://api.menus.nypl.org/dishes/12585,,,,,,,,,,,,,,,,04/16/1900,Norddeutscher Lloyd Bremen,,,,complete,2,86
12586,http://api.menus.nypl.org/dishes/12586,,,,,,,,,,,,,,,,04/16/1900,Norddeutscher Lloyd Bremen,,,,complete,2,66
12587,http://api.menus.nypl.org/dishes/12587,,,,,,,,,,,,,,,,04/16/1900,Norddeutscher Lloyd Bremen,,,,complete,4,34
12588,http://api.menus.nypl.org/dishes/12588,,,,,,,,,,,,,,,,04/16/1900,Canadian Pacific Railway Company,,,,complete,2,36
12589,http://api.menus.nypl.org/dishes/12589,,,,,,,,,,,,,,,,04/16/1900,Hotel Netherland,,Dollars,$,complete,2,145
12590,http://api.menus.nypl.org/dishes/12590,,,,,,,,,,,,,,,,04/17/1900,Norddeutscher Lloyd Bremen,,,,complete,2,82
12591,http://api.menus.nypl.org/dishes/12591,,,,,,,,,,,,,,,,04/17/1900,Norddeutscher Lloyd Bremen,,,,complete,2,60
12592,http://api.menus.nypl.org/dishes/12592,,,,,,,,,,,,,,,,04/17/1900,Norddeutscher Lloyd Bremen,,,,complete,4,35
12593,http://api.menus.nypl.org/dishes/12593,,,,,,,,,,,,,,,,04/17/1900,Hotel Marlborough,,,,complete,2,19
12595,http://api.menus.nypl.org/dishes/12595,,,,,,,,,,,,,,,,04/18/1900,Manhattan Hotel,,Dollars,$,complete,2,177
12596,http://api.menus.nypl.org/dishes/12596,,,,,,,,,,,,,,,,04/18/1900,Pacific Mail Steamship Company,,,,complete,4,20
12597,http://api.menus.nypl.org/dishes/12597,,,,,,,,,,,,,,,,04/18/1900,Occidental & Oriental,,,,complete,2,25
12598,http://api.menus.nypl.org/dishes/12598,,,,,,,,,,,,,,,,04/18/1900,Occidental & Oriental,,,,complete,2,24
12599,http://api.menus.nypl.org/dishes/12599,,,,,,,,,,,,,,,,04/18/1900,Occidental & Oriental Steamship Company,,,,complete,4,45
12600,http://api.menus.nypl.org/dishes/12600,,,,,,,,,,,,,,,,04/18/1900,Canadian Pacific Railway Company,,,,under review,2,41
12601,http://api.menus.nypl.org/dishes/12601,,,,,,,,,,,,,,,,04/18/1900,Canadian Pacific Railway Company,,,,complete,2,42
12602,http://api.menus.nypl.org/dishes/12602,,,,,,,,,,,,,,,,04/18/1900,Noviomagus,,,,complete,2,16
12603,http://api.menus.nypl.org/dishes/12603,,,,,,,,,,,,,,,,04/18/1900,Manhattan Hotel,,Dollars,$,complete,2,121
12604,http://api.menus.nypl.org/dishes/12604,,,,,,,,,,,,,,,,04/18/1900,Boston Boot & Shoe Club,,,,complete,6,24
12605,http://api.menus.nypl.org/dishes/12605,,,,,,,,,,,,,,,,04/19/1900,Canadian Pacific Railway,,,,complete,2,38
12606,http://api.menus.nypl.org/dishes/12606,,,,,,,,,,,,,,,,04/19/1900,Hotel Savoy,,,,complete,2,15
12607,http://api.menus.nypl.org/dishes/12607,,,,,,,,,,,,,,,,04/19/1900,Pacific Mail Steamship Co.,,,,complete,2,14
12609,http://api.menus.nypl.org/dishes/12609,,,,,,,,,,,,,,,,04/20/1900,Colby Alumni Association Of New York,,,,complete,4,21
12610,http://api.menus.nypl.org/dishes/12610,,,,,,,,,,,,,,,,04/20/1900,Hotel Imperial,,,,complete,2,15
12611,http://api.menus.nypl.org/dishes/12611,,,,,,,,,,,,,,,,04/20/1900,Whitefriars Club,,,,complete,2,15
12613,http://api.menus.nypl.org/dishes/12613,,,,,,,,,,,,,,,,04/20/1900,Canadian Pacific Railway,,,,complete,2,38
12614,http://api.menus.nypl.org/dishes/12614,,,,,,,,,,,,,,,,04/21/1900,Knights Of Revelry,,,,complete,8,22
12616,http://api.menus.nypl.org/dishes/12616,,,,,,,,,,,,,,,,04/21/1900,St. Mark's School Alumni Association,,,,complete,4,19
12617,http://api.menus.nypl.org/dishes/12617,,,,,,,,,,,,,,,,04/21/1900,Canadian Society Of New York,,,,complete,2,39
12618,http://api.menus.nypl.org/dishes/12618,,,,,,,,,,,,,,,,04/22/1900,Cafe Boulevard,,,,complete,2,17
12619,http://api.menus.nypl.org/dishes/12619,,,,,,,,,,,,,,,,04/22/1900,Pacific Mail Steamship Co.,,,,complete,2,14
12620,http://api.menus.nypl.org/dishes/12620,,,,,,,,,,,,,,,,04/22/1900,Morning Newspaper Bowling League,,,,complete,2,23
12621,http://api.menus.nypl.org/dishes/12621,,,,,,,,,,,,,,,,04/23/1900,Cunard Line,,Dollars,$,complete,2,102
12622,http://api.menus.nypl.org/dishes/12622,,,,,,,,,,,,,,,,04/23/1900,Cunard Line,,Dollars,$,complete,2,102
12624,http://api.menus.nypl.org/dishes/12624,,,,,,,,,,,,,,,,02/18/1900,U.S.M.S. New York,,Dollars,$,complete,2,103
12625,http://api.menus.nypl.org/dishes/12625,,,,,,,,,,,,,,,,02/18/1900,Bartholdi Hotel,,Dollars,$,complete,2,200
12626,http://api.menus.nypl.org/dishes/12626,,,,,,,,,,,,,,,,02/18/1900,Bartholdi Hotel,,Dollars,$,complete,4,342
12627,http://api.menus.nypl.org/dishes/12627,,,,,,,,,,,,,,,,02/19/1900,Haan's,,Dollars,$,complete,2,377
12628,http://api.menus.nypl.org/dishes/12628,,,,,,,,,,,,,,,,02/19/1900,Marie Antoinette Hotel,,Dollars,$,complete,2,81
12629,http://api.menus.nypl.org/dishes/12629,,,,,,,,,,,,,,,,02/20/1900,Red Star Line   S.S.Southwark,,Belgian Francs,BEF,complete,2,62
12630,http://api.menus.nypl.org/dishes/12630,,,,,,,,,,,,,,,,02/20/1900,Marie Antoinette Hotel,,Dollars,$,complete,2,123
12632,http://api.menus.nypl.org/dishes/12632,,,,,,,,,,,,,,,,01/06/1890,"Spiers & Pond,Ld",,,,complete,4,32
12633,http://api.menus.nypl.org/dishes/12633,,,,,,,,,,,,,,,,01/08/1890,Business Men's Democratic Association,,,,complete,4,28
12635,http://api.menus.nypl.org/dishes/12635,,,,,,,,,,,,,,,,10/15/1888,The Albany,,,,complete,2,30
12636,http://api.menus.nypl.org/dishes/12636,,,,,,,,,,,,,,,,06/09/1865,Revere House,,Dollars,$,complete,4,403
12637,http://api.menus.nypl.org/dishes/12637,,,,,,,,,,,,,,,,05/19/1892,National Verbandes Deutsch Amerikanischer Journalisten Und Schriftsteller (Unusual),,,,under review,2,19
12638,http://api.menus.nypl.org/dishes/12638,,,,,,,,,,,,,,,,06/03/1901,Columbia Restaurant,,Dollars,$,complete,4,495
12639,http://api.menus.nypl.org/dishes/12639,,,,,,,,,,,,,,,,06/04/1901,Mrs Cluff,,,,complete,4,15
12640,http://api.menus.nypl.org/dishes/12640,,,,,,,,,,,,,,,,06/05/1901,Baily Catering Co.The,,,,complete,7,18
12641,http://api.menus.nypl.org/dishes/12641,,,,,,,,,,,,,,,,06/05/1901,St Johns Old Bachelors' Association,,,,complete,2,14
12642,http://api.menus.nypl.org/dishes/12642,,,,,,,,,,,,,,,,01/01/1901,Northern Steamship Co.,,Dollars,$,complete,4,11
12643,http://api.menus.nypl.org/dishes/12643,,,,,,,,,,,,,,,,01/01/1901,Citizens'steamboat Company,,Dollars,$,complete,8,254
12644,http://api.menus.nypl.org/dishes/12644,,,,,,,,,,,,,,,,06/05/1901,National Association Of Manufacturers Of The United States Of America,,,,under review,4,21
12645,http://api.menus.nypl.org/dishes/12645,,,,,,,,,,,,,,,,02/25/1900,Hamburg Amerika Linie,,,,complete,4,28
12646,http://api.menus.nypl.org/dishes/12646,,,,,,,,,,,,,,,,02/26/1900,Union Hotel & Restaurant,,Dollars,$,complete,2,72
12647,http://api.menus.nypl.org/dishes/12647,,,,,,,,,,,,,,,,02/26/1900,Cunard Line,,Shillings,s,complete,2,92
12648,http://api.menus.nypl.org/dishes/12648,,,,,,,,,,,,,,,,02/26/1900,Cunard Line,,Shillings,s,complete,2,96
12649,http://api.menus.nypl.org/dishes/12649,,,,,,,,,,,,,,,,02/26/1900,New York Medical Club,,,,under review,4,17
12650,http://api.menus.nypl.org/dishes/12650,,,,,,,,,,,,,,,,02/26/1900,Red Star Line,,,,under review,2,16
12651,http://api.menus.nypl.org/dishes/12651,,,,,,,,,,,,,,,,02/26/1900,Red Star Line,,,,under review,2,17
12652,http://api.menus.nypl.org/dishes/12652,,,,,,,,,,,,,,,,02/26/1900,Red Star Line,,,,complete,2,16
12653,http://api.menus.nypl.org/dishes/12653,,,,,,,,,,,,,,,,02/26/1900,Red Star Line,,Francs,FF,complete,2,51
12654,http://api.menus.nypl.org/dishes/12654,,,,,,,,,,,,,,,,03/11/1900,Pabst Blue Ribbon,,Dollars,$,complete,2,50
12655,http://api.menus.nypl.org/dishes/12655,,,,,,,,,,,,,,,,03/11/1900,Maxwell House,,,,complete,2,31
12656,http://api.menus.nypl.org/dishes/12656,,,,,,,,,,,,,,,,03/11/1900,Maxwell House,,,,complete,2,23
12657,http://api.menus.nypl.org/dishes/12657,,,,,,,,,,,,,,,,03/11/1900,Cunard Line,,Shillings,s,complete,2,96
12658,http://api.menus.nypl.org/dishes/12658,,,,,,,,,,,,,,,,03/27/1900,Haddon Hall,,,,complete,2,51
12662,http://api.menus.nypl.org/dishes/12662,,,,,,,,,,,,,,,,03/30/1900,Ancient & Accepted Scottish Rite  (Masonic Lodge),,,,complete,4,18
12663,http://api.menus.nypl.org/dishes/12663,,,,,,,,,,,,,,,,03/30/1900,Upsilon Chapter   D.K.E. Fraternity,,,,complete,4,16
12665,http://api.menus.nypl.org/dishes/12665,,,,,,,,,,,,,,,,03/30/1900,German Restaurant & Buffet,,Dollars,$,complete,4,112
12666,http://api.menus.nypl.org/dishes/12666,,,,,,,,,,,,,,,,06/06/1901,Mr. John Morgan,,,,complete,4,23
12668,http://api.menus.nypl.org/dishes/12668,,,,,,,,,,,,,,,,06/06/1901,Entertainment Committee,,,,complete,4,20
12669,http://api.menus.nypl.org/dishes/12669,,,,,,,,,,,,,,,,06/06/1901,Oceanic Steamship Company,,,,complete,2,37
12670,http://api.menus.nypl.org/dishes/12670,,,,,,,,,,,,,,,,06/06/1901,Oceanic Steamship Company,,,,complete,2,50
12671,http://api.menus.nypl.org/dishes/12671,,,,,,,,,,,,,,,,06/06/1901,Norddeutscher Lloyd  Bremen,,,,complete,2,22
12672,http://api.menus.nypl.org/dishes/12672,,,,,,,,,,,,,,,,06/06/1901,Rhode Island Medical Society,,,,complete,2,18
12673,http://api.menus.nypl.org/dishes/12673,,,,,,,,,,,,,,,,06/07/1901,Oceanic Steamship Company,,,,under review,2,40
12674,http://api.menus.nypl.org/dishes/12674,,,,,,,,,,,,,,,,08/21/1900,Hotel Del Coronado,,,,complete,2,60
12675,http://api.menus.nypl.org/dishes/12675,,,,,,,,,,,,,,,,08/21/1900,Long Beach Hotel,,,,complete,2,20
12678,http://api.menus.nypl.org/dishes/12678,,,,,,,,,,,,,,,,02/26/1900,Bristol Hotel,,,,complete,2,11
12688,http://api.menus.nypl.org/dishes/12688,,,,,,,,,,,,,,,,05/14/1900,John Wanamaker,,Dollars,$,under review,2,73
12689,http://api.menus.nypl.org/dishes/12689,,,,,,,,,,,,,,,,03/12/1900,Maxwell House,,,,complete,2,41
12694,http://api.menus.nypl.org/dishes/12694,,,,,,,,,,,,,,,,03/13/1900,Occidental & Oriental Steamship Co.,,,,complete,2,25
12695,http://api.menus.nypl.org/dishes/12695,,,,,,,,,,,,,,,,03/30/1900,Grenoble Hotel,,Dollars,$,complete,2,250
12696,http://api.menus.nypl.org/dishes/12696,,,,,,,,,,,,,,,,03/31/1900,U.S. Army   Subsistence Dept.,,,,complete,2,12
12697,http://api.menus.nypl.org/dishes/12697,,,,,,,,,,,,,,,,03/31/1900,Haddon Hall,,,,under review,2,60
12698,http://api.menus.nypl.org/dishes/12698,,,,,,,,,,,,,,,,03/31/1900,Haddon Hall,,,,under review,2,55
12700,http://api.menus.nypl.org/dishes/12700,,GERMAN RESTAURANT & BUFFET,DAILY MENU - 11;30 T0 3;00,COMMERCIAL,137 E. MADISON ST. CHICAGO, ILL.,,,,FOLDER; ILLUS; COL; 4.5 X 10.5;,DAILY,LIST OF VAUDEVIILE ENTERTAINERS FOR THE WEEK;,1900-2630,,,03/31/1900,German Restaurant & Buffet,,Dollars,$,complete,4,109
12702,http://api.menus.nypl.org/dishes/12702,,PIONEER DINING CAR LINE,DAILY MENU,COMMERCIAL,EN ROUTE,,,,,BROADSIDE; COL; 5 X 7.25;,DAILY,SEPARATE PAGE OF HANDWRITTEN SPECIALS PASTED ON REGULAR MENU;,1900-2632,,,03/31/1900,Pioneer Dining Car Line,,Dollars,$,under review,2,46
12703,http://api.menus.nypl.org/dishes/12703,,VENDOME HOTEL,BREAKFAST,COMMERCIAL,BOSTON, MASS.,,,,BROADSIDE; HOTEL EMBLEM; 5 X 7;,DAILY,"HOURS FOR BREAKFAST,LUNCH,DINNER & TEA LISTED;",1900-2636,,,04/01/1900,Vendome Hotel,,,,complete,2,78
12704,http://api.menus.nypl.org/dishes/12704,,NETHERLAND HOTEL,A LA CARTE MENU,COMMERCIAL,NY,,,,,FOLDER; ILLUS; COL; 6.5 X 11;,DAILY,,1900-2637,,,04/01/1900,Netherland Hotel,,Dollars,$,under review,4,389
12705,http://api.menus.nypl.org/dishes/12705,,MILLS HOTEL,DINNER,COMMERCIAL,BLEECKER ST. NY,,,,,BROADSHEET; 3.75 X 6;,DAILY,DINNER SERVED FROM 11;30 TO 9 PM; BREAKFAST MENU ON BACK;,1900-2638,,,04/01/1900,Mills Hotel,,,,complete,2,67
12706,http://api.menus.nypl.org/dishes/12706,,CROMWELL STEAMSHIP COMPANY,BREAKFAST,COMMERCIAL,EN ROUTE,,,,,BROADSIDE; COL;4.5 X 7.5;,DAILY,ALL HANDWRITTEN;,1900-2641,,,04/01/1900,Cromwell Steamship Company,,,,complete,2,19
12708,http://api.menus.nypl.org/dishes/12708,,CROMWELL STEAMSHIP COMPANY,BREAKFAST,COMMERCIAL,,,,,,CARD;ILL;COL;4.5X7.5;,DAILY;,"FLAG;HANDWRITTEN,MECHANICALLY REPRODUCED;",1900-2649,,,04/02/1900,Cromwell Steamship Company,,,,complete,2,18
12709,http://api.menus.nypl.org/dishes/12709,,WILLARD'S HOTEL,BREAKFAST,COMMERCIAL,[WASHINGTON,DC],,,,CARD;4.5X7;,DAILY;,SEVERAL HANDWRITTEN ENTRIES ON PRINTED MENU; DATE BY FB;,1900-2656,,,04/03/1900,Willard's Hotel,,,,under review,2,67
12710,http://api.menus.nypl.org/dishes/12710,,NIPPON YUSEN KAISHA,BREAKFAST,COMMERCIAL,ABOARD SS ?,,,,,BROADSIDE; 5.5X7.75;,,HAND WRITTEN;,1900-4132,,,08/22/1900,Nippon Yusen Kaisha,,,,complete,2,14
12711,http://api.menus.nypl.org/dishes/12711,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,ABOARD SS ?,,,,,BROADSIDE; 5.5X7.75;,,HAND WRITTEN;,1900-4134,,,08/22/1900,Nippon Yusen Kaisha,,,,under review,2,18
12712,http://api.menus.nypl.org/dishes/12712,,CINCINNATI ENQUIRER HOUSEHOLD CLUB,ANNUAL OUTING,SOC,HOTEL VICTORY, PUT-IN-BAY-ISLAND, LAKE ERIE, OH.,,FOLDER; ILLUS; COL; 5.5X6.75;,,"ILLUS, WOMAN IN (18TH CENTURY?) COSTUME WITH BASKET OF FLOWERS;",1900-4145,,,08/23/1900,Cincinnati Enquirer Household Club,,,,complete,4,38
12713,http://api.menus.nypl.org/dishes/12713,,NIPPON YUSEN KAISHA,DINNER,COMMERCIAL,ABOARD SS KOBE;,,,,,BROADSHEET; ILLUS; COL; 10.5X9.5;,,"HAND WRITTEN; ILLUS, YOUTHS IN JAPANESE COSTUME, CARRYING FLOAT;  REVERSE SIDE, MAP OF INDIAN OCEAN SHOWING THE STEAMER TRACKS OF THE NIPPON YUSEN KAISHA;",1900-4148,,,08/24/1900,Nippon Yusen Kaisha,,,,complete,2,15
12714,http://api.menus.nypl.org/dishes/12714,,HOTEL VICTORY,EVENING DINNER,COMMERCIAL,PUT-IN-BAY-ISLAND, LAKE ERIE, OH;,,,BROADSIDE; 4.5X6.75;,,,1900-4151,,,08/24/1900,Hotel Victory,,,,under review,2,34
12715,http://api.menus.nypl.org/dishes/12715,,TOYO KISEN KAISHA,DINNER IN HONOR OF H.I.M.MUTSU-HITO 47TH BIRTHDAY,COMMERCIAL,EN ROUTE ABOARD HONG KONG MARU,,,,,BROADSHEET; ILLUS; 6.5 X 7.75;,COMPLIMENTARY/TESTIMONIAL,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4856,,,11/02/1900,Toyo Kisen Kaisha,,,,under review,2,44
